area,package,file,language,symbol,kind,exported,async,component,line,referencesKnown,notes,refactorCandidate
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,DeriveLoanOutstandingPrincipalOptions,type,yes,no,no,76,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,LoanRuleOccurrenceAmounts,type,yes,no,no,81,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,LOAN_RULE_TAG_PREFIX,const,yes,no,no,94,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,LEGACY_LOAN_PLAN_REF_PREFIX,const,yes,no,no,95,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,isLoanAccountType,function,yes,no,no,99,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,isLoanAccount,function,yes,no,no,103,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,loanRuleTag,function,yes,no,no,107,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,legacyLoanPlanRefPrefix,function,yes,no,no,111,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,findLinkedLoanRule,function,yes,no,no,115,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,findLoanAccountForRule,function,yes,no,no,139,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,syncLoanDetailsFromRule,function,yes,no,no,158,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,buildLoanPlannedPaymentInput,function,yes,no,no,209,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,buildLoanForecast,function,yes,no,no,242,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,deriveLoanOutstandingPrincipal,function,yes,no,no,313,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,completedLoanInstallmentCount,function,yes,no,no,331,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,signedLoanBalanceMinorForOutstanding,function,yes,no,no,362,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,loanOpeningBalanceMinorForOutstanding,function,yes,no,no,370,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,buildLoanPayoffProjection,function,yes,no,no,380,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,loanRuleOccurrenceAmounts,function,yes,no,no,491,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,loanForecastStartsOn,function,yes,no,no,523,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,dueDateForInstallment,function,yes,no,no,527,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,rateForFrequency,function,yes,no,no,552,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,endpointLoanAccountForRule,function,no,no,no,570,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,loanAccountIdFromRuleTags,function,no,no,no,583,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,allocateExtraMonthlyPayment,function,no,no,no,588,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,outstandingSort,function,no,no,no,620,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,monthsToClose,function,no,no,no,631,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,sumBaseMoney,function,no,no,no,637,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,maxDefined,function,no,no,no,644,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,maxDateOnly,function,no,no,no,649,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,emptyForecast,function,no,no,no,654,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,uniqueTags,function,no,no,no,665,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,isValidDateOnly,function,no,no,no,669,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,normalizeInstallmentCount,function,no,no,no,673,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,parseDateInput,function,no,no,no,677,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,parseDateOnly,function,no,no,no,684,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,addDays,function,no,no,no,694,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,addMonthsClamped,function,no,no,no,698,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,daysInMonth,function,no,no,no,704,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,startOfDay,function,no,no,no,708,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,toDateOnly,function,no,no,no,712,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/loans.ts,ts,todayIso,function,no,no,no,719,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,,file,no,no,no,1,imports:2,1188 lines,large-file
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,FUTURE_RULE_REF_PREFIX,const,yes,no,no,14,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,RECURRING_SCHEDULE_REF_PREFIX,const,yes,no,no,15,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,CreateFutureGenerationRuleInput,type,yes,no,no,17,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,UpdateFutureGenerationRuleInput,type,yes,no,no,40,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,GenerateFutureTransactionsOptions,type,yes,no,no,46,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,GenerateFutureTransactionsSummary,type,yes,no,no,53,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,PlannedPaymentRuleStats,type,yes,no,no,60,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,FutureRuleOccurrence,type,yes,no,no,68,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,PostFutureRuleOccurrenceOverrides,type,yes,no,no,92,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,FutureRuleOccurrenceDateOptions,type,yes,no,no,105,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,ForecastFutureRuleOccurrencesOptions,type,yes,no,no,112,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,futureGenerationRules,function,yes,no,no,124,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,createFutureGenerationRule,function,yes,no,no,128,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,updateFutureGenerationRule,function,yes,no,no,171,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,hasPatch,const-function,no,no,no,178,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,deleteFutureGenerationRule,function,yes,no,no,207,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,generateFutureTransactionsFromRules,function,yes,no,no,214,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,generateFutureTransactionsFromRecurringSchedules,function,yes,no,no,270,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,futureRuleExternalRef,function,yes,no,no,315,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,futureRuleInterestExternalRef,function,yes,no,no,319,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,futureRuleOccurrenceDates,function,yes,no,no,323,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,forecastFutureRuleOccurrences,function,yes,no,no,336,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,nextFutureRuleOccurrence,function,yes,no,no,366,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,skipFutureRuleOccurrence,function,yes,no,no,382,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,recurringScheduleExternalRef,function,yes,no,no,396,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,recurringScheduleTemplates,function,yes,no,no,400,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,isRecurringScheduleTemplate,function,yes,no,no,417,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,nextFutureRuleDueOn,function,yes,no,no,425,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,plannedPaymentKindForRule,function,yes,no,no,436,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,plannedPaymentPostModeForRule,function,yes,no,no,440,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,plannedPaymentKindForTransactionType,function,yes,no,no,444,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,plannedPaymentRuleStats,function,yes,no,no,456,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,postDueFutureRuleTransactions,function,yes,no,no,487,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,postFutureRuleOccurrence,function,yes,no,no,538,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,removeGeneratedScheduledTransactions,function,yes,no,no,598,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,dueOnForFutureRuleTransaction,function,no,no,no,610,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,overridesFromScheduledTransaction,function,no,no,no,624,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,scheduledLoanInterestTransaction,function,no,no,no,641,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,ensureRuleStore,function,no,no,no,652,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,generatedTransactionsForFutureRule,function,no,no,no,657,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,transactionForFutureRuleOccurrence,function,no,no,no,669,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,futureRuleOccurrence,function,no,no,no,683,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,postLoanRuleOccurrence,function,no,no,no,713,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,upsertFutureRuleTransaction,function,no,no,no,774,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,upsertLoanInterestTransaction,function,no,no,no,813,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,canGenerateRule,function,no,no,no,885,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,canGenerateFromRecurringTemplate,function,no,no,no,900,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,createRecurringScheduledTransaction,function,no,no,no,916,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,hasRecurringScheduleOccurrence,function,no,no,no,954,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,recurringTemplateSeriesId,function,no,no,no,968,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,recurringTemplateSignature,function,no,no,no,972,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,stableHash,function,no,no,no,987,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,occurrenceDates,function,no,no,no,995,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,advanceOccurrenceCursor,function,no,no,no,1027,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,alignFirstOccurrence,function,no,no,no,1072,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,addFrequency,function,no,no,no,1086,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,safeMonthDay,function,no,no,no,1102,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,parseLocalDate,function,no,no,no,1106,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,startOfDay,function,no,no,no,1116,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,addMonths,function,no,no,no,1120,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,addDays,function,no,no,no,1128,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,daysBetween,function,no,no,no,1134,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,localDayOrdinal,function,no,no,no,1138,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,monthsBetween,function,no,no,no,1142,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,toDateOnly,function,no,no,no,1146,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,withHour,function,no,no,no,1153,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,todayIso,function,no,no,no,1159,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,normalizeInterval,function,no,no,no,1163,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,normalizeDayOfMonth,function,no,no,no,1167,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,normalizeOccurrences,function,no,no,no,1172,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,normalizeSkippedOccurrences,function,no,no,no,1177,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/rules/futureGeneration.ts,ts,cleanOptional,function,no,no,no,1184,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,,file,no,no,no,1,imports:2,1073 lines,large-file
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,CategoryTemplate,type,no,no,no,5,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,DEFAULT_CATEGORY_TAXONOMY,const,yes,no,no,15,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,seedDefaultCategories,function,yes,no,no,954,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,findMatchingCategory,function,no,no,no,996,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,findAdoptableCategory,function,no,no,no,1010,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,backfillCategoryDefaults,function,no,no,no,1029,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,shouldUseTemplateName,function,no,no,no,1045,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,normalizedTemplateNames,function,no,no,no,1066,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/seed.ts,ts,normalizeName,function,no,no,no,1070,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,,file,no,no,no,1,imports:7,2208 lines,large-file
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CreateAccountInput,interface,yes,no,no,32,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,createAccount,function,yes,no,no,54,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,updateAccount,function,yes,no,no,89,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,deleteAccount,function,yes,no,no,130,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,mergeAcceptedMessageAccountHints,function,yes,no,no,141,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,isMatchIdentifierKind,function,no,no,no,196,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,normalizeMessageIdentifierValue,function,no,no,no,211,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,normalizeMessageSenderId,function,no,no,no,223,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,normalizeMessageEmailDomain,function,no,no,no,230,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,pushUnique,function,no,no,no,236,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,affectsPostedBalance,function,no,no,no,265,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,assertTransactionAmount,function,no,no,no,269,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,accountBalance,function,yes,no,no,277,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CreateTransactionInput,interface,yes,no,no,301,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CreateTransactionSplitInput,interface,yes,no,no,334,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,UpdateTransactionSplitInput,interface,yes,no,no,343,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,UpdateTransactionInput,type,yes,no,no,351,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,createTransaction,function,yes,no,no,392,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,updateTransaction,function,yes,no,no,472,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,deleteTransaction,function,yes,no,no,593,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,createTransactionSplit,function,yes,no,no,600,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,updateTransactionSplit,function,yes,no,no,627,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,deleteTransactionSplit,function,yes,no,no,650,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,transactionSplits,function,yes,no,no,656,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CreateImportBatchInput,interface,yes,no,no,666,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,UpdateImportBatchInput,interface,yes,no,no,679,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,createImportBatch,function,yes,no,no,688,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,updateImportBatch,function,yes,no,no,710,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CaptureSource,type,yes,no,no,731,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CreateCaptureCandidateInput,interface,yes,no,no,736,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,UpdateCaptureCandidateInput,interface,yes,no,no,766,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,ApproveCaptureCandidateInput,type,yes,no,no,794,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,createCaptureCandidate,function,yes,no,no,798,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,updateCaptureCandidate,function,yes,no,no,860,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,approveCaptureCandidate,function,yes,no,no,956,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,rejectCaptureCandidate,function,yes,no,no,1060,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,ignoreCaptureCandidate,function,yes,no,no,1064,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,attachmentsFromCapturePayload,function,no,no,no,1068,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,captureAttachmentSource,function,no,no,no,1092,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,markCaptureCandidate,function,no,no,no,1099,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CreateCategoryInput,interface,yes,no,no,1116,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,UpdateCategoryInput,interface,yes,no,no,1124,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,createCategory,function,yes,no,no,1135,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,updateCategory,function,yes,no,no,1154,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,deleteCategory,function,yes,no,no,1187,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,assertValidCategoryParent,function,no,no,no,1200,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,assertUniqueCategoryName,function,no,no,no,1216,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,assertKindChangeAllowed,function,no,no,no,1235,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,categoryHasAncestor,function,no,no,no,1249,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,postedAmountFromOriginal,function,yes,no,no,1265,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,rateBetween,function,yes,no,no,1288,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,resolvedRateBetween,function,no,no,no,1296,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,directRateBetween,function,no,no,no,1315,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,ratePivotCurrencies,function,no,no,no,1327,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,setRate,function,yes,no,no,1337,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,latestExchangeRate,function,yes,no,no,1367,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,rateRecordForPair,function,yes,no,no,1379,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,hasExplicitRate,function,yes,no,no,1391,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,enabledCurrencies,function,yes,no,no,1397,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,displayCurrency,function,yes,no,no,1414,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,setDisplayCurrency,function,yes,no,no,1418,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,cycleDisplayCurrency,function,yes,no,no,1425,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,convertMoneyForDisplay,function,yes,no,no,1438,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,ensureEnabledCurrency,function,yes,no,no,1458,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,removeEnabledCurrency,function,yes,no,no,1465,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,setBaseCurrency,function,yes,no,no,1478,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,EXCHANGE_RATE_FRESH_MS,const,yes,no,no,1500,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,exchangeRateIsStale,function,yes,no,no,1502,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,exchangeRatePairIsStale,function,yes,no,no,1513,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,assertPostedCurrencyMatchesAccount,function,no,no,no,1523,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,amountInCurrency,function,no,no,no,1533,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,transferCounterAmountMinor,function,no,no,no,1544,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,resolveCounterAmount,function,no,no,no,1555,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,resolveUpdatedCounterAmount,function,no,no,no,1591,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,convertMinor,function,no,no,no,1651,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,rateTimestamp,function,no,no,no,1663,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,ensureCurrencySetValue,function,no,no,no,1669,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,currencyIsInUse,function,no,no,no,1674,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,NetWorth,interface,yes,no,no,1695,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,netWorth,function,yes,no,no,1703,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,totalBalance,function,yes,no,no,1721,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,totalBalanceForAccounts,function,yes,no,no,1732,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,projectedBalanceForAccountsThroughDate,function,yes,no,no,1748,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CashflowSummary,interface,yes,no,no,1788,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,monthRange,function,yes,no,no,1796,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,cashflow,function,yes,no,no,1806,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,reportingAllocations,function,no,no,no,1831,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,reportingAllocationsFromSplits,function,no,no,no,1839,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,splitsByTransaction,function,no,no,no,1865,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,CategoryBreakdownItem,interface,yes,no,no,1875,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,categoryBreakdown,function,yes,no,no,1882,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,BudgetStatus,interface,yes,no,no,1923,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,budgetStatuses,function,yes,no,no,1933,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,GoalStatus,interface,yes,no,no,1993,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,goalStatuses,function,yes,no,no,2002,,,
packages/ledger,@1wallet/ledger,packages/ledger/src/services/index.ts,ts,monthsBetween,function,no,no,no,2040,,,
